INDEX,DESCRIPTION,CATEGORY
7976,I was wearing shorts and walking near the army area on a rainy day. The road was deserted and 3 guys on the bike stalked me and commented on me. They even tried to assault me. I was alone and helpless.,"Ogling/Facial Expressions/Staring, Catcalls/Whistles, Commenting, Stalking, "
7977,I was with my group of friends and we had gone for shopping and one of my friends from our own group was abused by a stranger.,"Commenting, "
7978,A guy was masturbating in front of the girls hostel. He was caught by a girl and further beaten by the authorities.,"Indecent exposure, "
7979,"At work, my team leader spoke derogatory comments about me to my friend in my absence.","Commenting, "
7980,Following and ogling is very common in Panvel.,"Commenting, Stalking, "
7981,Once got followed and commented by the watchman. This happened in my residential area in Panvel.,"Stalking, "
7982,I could feel a boy's erection when travelling in a MHRTC bus,"Touching /Groping, "
7983,Few people were passing comments over a girl passing through a park,"Commenting, Stalking, Chain Snatching, "
7984,Once I was going for my classes and there was a group of boys who just followed me which made me almost cry.,"Commenting, Stalking, "
7985,My friend was molested by her boyfriend.,"Rape / Sexual Assault, "
7986,Bad stares and whistles when passing through a street.,"Ogling/Facial Expressions/Staring, Catcalls/Whistles, "
7987,I was in a crowded place so there was 1 person who said to me something very disturbing - &quot;chute chatne degi&quot;. Since it was a crowded place and people were pushing each other I couldn't react instantly. By the time I realised what happened to me he had already left. And otherwise also I don't know how I would have reacted even if he was still standing there.,"Catcalls/Whistles, Commenting, Poor / No Street Lighting, "
7988,Got stalked for a few days by 2 people.,"Touching /Groping, Stalking, "
7989,I was in a shared autorickshaw. The person who was sitting next to me was trying to elbow me in the stomach. Later he tried to slide his hand under my thigh. I told him to take his hand away and sit in front.,"Ogling/Facial Expressions/Staring, Catcalls/Whistles, Commenting, Touching /Groping, "
7990,"College trip - train ride - guys looking in an ugly way - guys were soldiers in civilian clothes.

This happened on the train back from Goa.","Ogling/Facial Expressions/Staring, Catcalls/Whistles, Commenting, Indecent exposure, "
7991,Taking pictures/ Distributing pictures without consent in Jammu,"Taking pictures/ Distributing pictures, "
7992,Catcalls and touching have happened with me and a friend of mine Commenting and stalking have happened too.,"Catcalls/Whistles, Commenting, Touching /Groping, Stalking, "
7993,"My ass was pinched by the same guy twice within a span of 3 mins. And all this while I was waiting for a rickshaw. This was at the Kurla station, right opposite the bus stand.","Touching /Groping, "
7994,I was on my way home and a guy just followed me and asked me to make friendship. I started running and he too started running behind me. Then he scanned my whole building searching for me.,"Catcalls/Whistles, Commenting, Touching /Groping, Stalking, "
7995,I went to the government office for an official appointment. The official was showing me pornographic videos and I was scared as I was alone.,"Indecent exposure, "
7996,"his incident happened to me at the Taj Land's End coffee shop. I was meeting the Founder of Save Life Foundation in the evening and we were in the midst of a serious discussion when a man came up to us and first wished my colleague. Then he turned to me and said something to the effect - This guy is f**king you real good.
Before I could react, he had disappeared. We called the waiter and asked how such a thing could happen at a 5 star hotel which is assumed to be a &quot;safe&quot; space. They claimed he was drunk and was hanging around for a while.
I am in conversation with the hotel in question to find out more about their procedures and preemptive measures when patrons are drunk as well as finding out the identity of the guy.
But it raises questions that we need to be alert at all times. Street harassment seems to be moving indoors. It could have been more serious as if the person had decided to physically assault he had access to cutlery.","Commenting, Sexual Invites, "
7997,I was in an auto. 2 boys on a bike started teasing and laughing. For my safety I removed my cell phone and started acting as if i am noting their bike number and they just moved out.,"Catcalls/Whistles, "
7998,Catcalling and young boys following me near Marine Drive.,"Catcalls/Whistles, Stalking, "
7999,"As I go to college in Bandra, Carter Road, there are many college going students who comment on firls all the time. And they even touch them and run on bikes.

This happens almost everyday.","Ogling/Facial Expressions/Staring, Catcalls/Whistles, Touching /Groping, Chain Snatching, "
8000,A drunk guy was once teasing a school going girl on the Adarsh Nagar Bus stop next to Multanis.,"Ogling/Facial Expressions/Staring, Commenting, Sexual Invites, "
8001,"I was sexually harassed by the auto driver in the auto on my way to college. He passed comments and tried touching and catching my hand very dirtily. When I asked him to stop the auto and screamed, he refused and did it even more.

This took place between Juhu beach to Bandra Hill Road.","Commenting, Touching /Groping, "
8002,Guys in a bus purposely stick their private parts to the girls. Very common on buses in Mumbai.,"Indecent exposure, Touching /Groping, "
8003,"A guy was indecently exposing his private parts even after knowing that there were girls all around them and would have noticed it.

This happened outside the Wadia college at the bus stop.","Ogling/Facial Expressions/Staring, Commenting, Indecent exposure, Touching /Groping, Sexual Invites, "
8004,In front of my building as I was coming home a rickshaw driver was honking and making dirty facial expressions.,"Ogling/Facial Expressions/Staring, "
8005,Two individuals asked for directions to jaynagar. As I was explaining the route I saw a shadow behind me. As I turned I was struck on the face. After hitting back I realised he had a large knife on him so I decided to run and scream for help as they were armed and I was outnumbered. This managed to scare them off a little as I was screaming loudly. I sustained injuries to my head and face.,"Others, "
8006,"A man of the guesthouse came in my bedroom twice and wanted to hug me and kiss me, fortunately I'm an european girl thus I was taller than him and stronger so I can put him out of my bedroom.","Ogling/Facial Expressions/Staring, Sexual Invites, Stalking, "
8007,Ogling and touching in the general compartment of the Dombivli train.,"Ogling/Facial Expressions/Staring, Touching /Groping, "
8008,"A girl was not allowed to get out of a car. SHe was shouting and the driver drove fast and ran away. She was forced to remain in the car. This happened near Mini Seashore, sector 10, Vashi","Ogling/Facial Expressions/Staring, Catcalls/Whistles, Commenting, Touching /Groping, "
8009,I was coming back home from a nearby general store and it was raining heavily. It was not crowded. A random guy asked me for my umbrella and tried to snatch it. I fled.,"Commenting, Touching /Groping, "
8010,A guy tried to touch inappropriately on a long distance passenger train from Mumbai to Kerala.,"Ogling/Facial Expressions/Staring, Touching /Groping, "
8011,"During my bus travels between Panvel and SIon in an ST bus, this guy was rubbing his penis on my hand (I was sitting). I was busy talking to my friend and it took me sometime to realise what was happening. I started shaking uncomfortably and then he went away.","Touching /Groping, "
8012,"I have been touched and groped several times - when I was in the 3rd std, 5th std and a few days ago.","Touching /Groping, "
8013,"When I was just 7 years old, I was in my music clas, a man called me upto the top floor and tried to abuse me. I fled from that place.","Rape / Sexual Assault, "
8014,Catcalls and whistles in the morning at Kalyan railway station.,"Catcalls/Whistles, Commenting, "
8015,My friend was standing in the queue to pay bill and was ogled by a group of boys.,"Ogling/Facial Expressions/Staring, "
8016,In the queue of the platform one man pushed and touched a woman very badly. That woman slapped him at that time. Platform 9 of Thane Railway station.,"Touching /Groping, "
8017,One of my friends was molested in the crowd. This happened on No 9 bridge of the Thane railway station.,"Touching /Groping, "
8018,"I was subjected to indecent remarks at Sector 21, Nerul which is close to my home.","Catcalls/Whistles, Commenting, "
8019,Indecent gestures at Juinagar railway station,"Indecent exposure, Touching /Groping, "
8020,"blocking of second verification code in phone in my both gmail account. irrating, peoples some hate me using social media and abusing me at public !","Others, "
8021,I was groped at Bandra station by an old man. It seemed intentional.,"Touching /Groping, "
8022,A gang of boys were passing comments when the girl was passing by near the community centre at Anushakti Nagar.,"Catcalls/Whistles, Commenting, "
8023,I saw it once in the train nearby Kurla. Guys were pushing a girl to go out of the train with wrong intentions.,"Touching /Groping, Sexual Invites, "
8024,A person tried to grab me when I was walkng in the railway station. The station was very much crowded and conjested. So the people were actually walking very close to each other.,"Touching /Groping, "
8025,My sister studies away from home. SHe stays in a separate house near her college. She had her college mates at her place for late night studies and one by one all left except her boyfriend. and it so happened eventually he raped her that night.,"Rape / Sexual Assault, "
8026,i am not Receiving my second verification code for my emails in my phone.some peoples don't  like me using my mails .irrating peoples,"Others, "
8027,Have seen girls being stared upon by guys and making them feel uncomfortable. Also whistling and ogling.,"Ogling/Facial Expressions/Staring, Catcalls/Whistles, Commenting, "
8028,"Somebody pinched me when I was waiting for the train at Kurla station. Platform 7, Kurla Station.","Touching /Groping, "
8029,It happened around 7 pm. I was returning from class when a person came to me and asked if I can be his friend. I had seen that person following me several times before.,"Stalking, "
8030,A biker stopped in front of my friend and asked her to accompany him,"Sexual Invites, "
8031,Cheap comments and stalking in the evening at Nerul.,"Commenting, Stalking, "
8032,It was around 0930 pm when some boys had stopped their car and used cheap words and catcalls and tried to stop my friend on her way.,"Catcalls/Whistles, Commenting, Sexual Invites, Stalking, "
8033,One couple was walking on the road near a police station and one stranger guy by mistake pushed the boyfriend. They both had a fight. Then the girlfriend lied to the police that the stranger had sexually harassed her. The police punished the stranger.,"Others, "
8034,"at the waterfalls near Karjat, drunk people passed comments and stared at my friends","Ogling/Facial Expressions/Staring, Commenting, "
8035,Few drunk people passed comments when me and my friend (girl) were walking and they tried to approach.,"Catcalls/Whistles, Commenting, Sexual Invites, "
8036,some guys were commenting on our group of girls. The comments were just ridiculous.,"Catcalls/Whistles, Commenting, "
8037,Person stalking in a car.,"Stalking, "
8038,"Once when I was travelling in a bus on the way to Alibaug, there was no place to sit. I was standing as some others were. I finally got a small space next to a man to sit and I sat as I was very tired.
But that man touched me very intentionally in a very wrong way and finally I had to change my position.","Touching /Groping, "
8039,I was kissed inappropriately by my family friend.,"Touching /Groping, Sexual Invites, "
8040,A friend of mine (female) got harassed whilst she was jogging early in the morning.,"Ogling/Facial Expressions/Staring, Catcalls/Whistles, Commenting, "
8041,My friend got groped from behind when travelling from CST station.,"Touching /Groping, "
8042,"Whilst travelling in the general compartment of a local train bound for Dombivli from CST, a man standing behind me pinched my bottom. When I looked back he pretended he was taking his cellphone out and what happened was an accident. It was definitely not the case.","Touching /Groping, "
8043,Was travelling on a train from Thane to Nerul when a guy started touching me. He tried to come to my intimate zone and he started touching my personal part. So then I tried to stop him and i left.,"Touching /Groping, "
8044,Groping by 4-5 boys for money,"Touching /Groping, "
8045,"When I was waiting for the bus, an unknown person asked whether I want a lift in his car. He spoke in a very dirty tone. And when I started clicking the photo of his car's number plate, he fled away.","Others, "
8046,"A bunch of losers (weird guys) kept tailing me and my friends (all female) as we shopped in Lulu Mall, Kochi. They kept following us from one floor to another even entering the stores we went to. After a point they even tried photobombing us. We got rid of them  only on leaving the mall.","Ogling/Facial Expressions/Staring, Others, "
8047,"while walking on the road, a guy from a building's balcony whistled and was calling me into his house. that is an area where students from different places, live in hostels to prepare for competitive exams. i wasn't wearing indecent clothes infact i was wearing a salwar.","Catcalls/Whistles, Commenting, Indecent exposure, Sexual Invites, "
8048,"Two separate instances, the 1st one,that happened last evening at 5.30 ryt next to a temple,( to indicate that it's not a lonely area) 2 youth on a bike tried to grab a ladies chain, they failed..so they went ahead , turned n came back n snatched her bag n got away..                                       2nd instance same street just around d corner (few meters ahead) laptop was snatched from a young grl..","Chain Snatching, Others, "
8049,It was 2 o clock in the noon..  I was heading to my classes..  I have to change two buses to reach my classes..  I was in a hurry and moreover  i am new in the city..  When i got down the bus at the bus stop..  A bastard was walking in opposite  direction..  He came near me uttered something  and touched me down there in front of the public! It is ridiculous..  I cant believe it happened  with me..  I am in terrible shock,"Commenting, Touching /Groping, Rape / Sexual Assault, "
8050,"Two unruly men in a White Maruti Swift (HR 26 CD 8118) first reversed into my car at a red light, when the traffic was stock still, even after I'm repeatedly honking them to stop. 
As the light changed, they manoeuvred 2 cars ahead and the driver showed his middle finger amidst their raucous laughter within the car. 
The light changed at the busy intersection before I could hail the traffic cop.","Others, "
8051,"I am a UK National who visited India from January 15th 2014 to January 26th 2014. Whilst on a train from Jodphur to Delhi on Friday 24th January with my male partner I was the victim of a crime. There was a samosa vendor on the train who served us food but who came back later to our carriage and was caught by me, concealing himself in the carriage whilst masturbating and staring at me. Both myself and my partner confronted the man and we were assured by the train guard that he had been removed from the train.

On arrival into Old Delhi train station a few hours later we went to try to report this incident but there was no clear sign of where we could find the police so we left it until the following day. On Saturday 25th January we searched the internet and saw that crimes against women could be reported at Connaught Place so we went to that police station. Our treatment there was shameful as I was rudely ordered to write a statement about the incident in a room full of male police officers who were watching what we were doing. At the end of this time we were told that the incident could not be reported at Connaught Place police station and were vaguely direct back to New Delhi police station. Here we encountered a similar situation with the police showing very little interest in us and directing us to another police station. At this point we decided to come to the British Embassy to seek advice but were not allowed entry as we were told the embassy was closed on a Saturday. By now I was exhausted and traumatised so my partner took me back to our hotel and went out on his own to try to the report the incident. He eventually went back to Old Delhi train station and was finally able to find a police officer who was willing to listen to an account of the incident and to document it.","Indecent exposure, "
8052,"Today when I was climbing up the stairs of a railway bridge, a man passed by saying 'What are you doing baby?' Makes me cringe. I've heard worse things before.","Commenting, "
8053,"One of our brother, Wilungbou chawang from (zeliangrong community) found dead in Chirag delhi last night around 11pm. Heard that, he was beaten up by the local people. His body was found in a drainage.His body is in AIIMS now, further reports are awaited.","North East India Report, Others, "
8054,A group of boys were commenting on several women crossing the street outside Saket metro station.,"Catcalls/Whistles, North East India Report, "
8055,"A man followed me from the station to my home, whistling and whispered in my ear &quot;charming&quot; before leaving.","Catcalls/Whistles, Others, "
8056,"This happened at 7 am where 2 guys on a bike entered by building and asked for directions. As I began to respond, the pillion rider snatched my gold chain. It happened so quickly that I could not take down the bike number nor the description of either people on the bike.","Chain Snatching, "
8057,"This incident occurred 6 months ago but i still feel it was yesterday because the shock was too bad.

I was returning from my yoga class at 8 am. Normally I am with friends but that day I was alone. I walked past the church on the way home and 2 boys on a bike came towards me. They touched me and were staring at my chain and purse which I had in my hand. They could not snatch it at that time but they followed me and were staring at me.

I stood there for a little while and was looking at them. The boy in the pillion seat continued to look at me but then they went away. I started walking back home. As I reached the Hanuman Temple, 2 other boys came from the opposite side on the bike. They stopped the bike and the pillion rider asked me where is the hardware shop. I told them I didn't know and they could ask someone else. Very few shops were open at that hour and there were very few people on the road. They said it was ok and just started moving.

Suddenly the pillion rider grabbed my chain but fortunately he grabbed my dress instead and I used my presence of mind to lift my hand and hold onto my chain. My sleeve tore in the process and there were nail scratches on my upper arm. God saved me and my chain. They sped away on the bike.

It appeared that the 2 boys on the first bike and the 2 on the second bike were working together in tandem. Many such incidents have occurred on this road. Now there is a policeman posted opposite the church.","Touching /Groping, Chain Snatching, "
8058,"Calling a girl to come along with him, couldn't identify him, he was on bike with helmet his age is around 35+, couldn't ask help around because of less pedestrian movement,this was around 3:45 p.m when i raised my voice then he left...","Sexual Invites, "
8059,"I was behind the richshaw with my boyfriend and the driver was kind and fun and then he wanted me to try his rickshaw I didn't wanted but he insisted and I wanted to be nice by accepting.I sat close to him and he just grab the moment to touch my pectorals in a manner that &quot;he may thought I was going to accept because he was teaching me&quot; I had my kurta nothing was revealing, This  is terrible!!","Touching /Groping, "
8060,"I was walking with my friend around 9-10 p.m. on North Main road, both of us covering our upper bodies with a scarf since it was cold.

A bike slowed down and touched my friend's breast, accelerated and stopped a bit ahead to look at his victim's face (gross), not enough for me to catch him (even though I tried and started shouting at him).","Touching /Groping, Poor / No Street Lighting, "
8061,"I was alone with my mother walking during Holi in Udaipur, during our holidays, when several men approached us with colors, even though we insisted WE DID NOT WANT, they were about to put colors on my mother so I told them to do it with me but leave her alone.

Not only that, afterwards they hugged me on what I thought it was an innocent and true gesture of happiness and celebration, when I realised they kept one hand down to touch my breast.

Since then I have decided not to venture the streets during Holi.","Touching /Groping, "
8062,"As I was walking in the small lane to cross in between two streets...a man on the bike came from behind and touched my back and sped away within seconds.I couldn't notice his bike number.
He has shaved his head.Didn't wear any cap.","Touching /Groping, "
8063,was groped while climbing the stair case of the house,"Indecent exposure, Touching /Groping, "
8064,"Navigating everyday is a challenge in Indian Cities. I have lived in Coimbatore, Mumbai, Varanasi and Bangalore and from the morning, every act is geared towards navigating the city. am i going to come home late today, what should i wear, do i have transport or am i using public transport, do i really need to stay out late. every day these are my thought processes. i guess as i am relatively old now, i have figured out ways of avoiding unsafe times and places, but the truth is that there is always a fear of getting raped.","Ogling/Facial Expressions/Staring, Catcalls/Whistles, Commenting, Touching /Groping, Sexual Invites, "
8065,The incident happened outside BEL township.My friend and I were on a bike and talking to one of our college friend outside her home in bel township when a taxi stopped by. It was a pearl white Tata Indica Vista (KA.03.AA.5562). The driver started teasing our friend and started abusing us too when we looked at him. He intended to pick a fight on road. But we chose to quietly note his vehicle number down and report. He had two others in his car. After the incident he went ahead towards Yeshwanthpur and proceeded towards Metro.,"Ogling/Facial Expressions/Staring, Catcalls/Whistles, Commenting, Sexual Invites, "
8066,"I used to experience other types of categories when I was younger, but am now a veteran in my own city - in the field of avoiding any such issues. 
But ogling, facial expressions and comments remain unchanged over the years.
In every other place i travel to, as I am not a local, I experience all the other categories of assault except rape/sexual assault. 
I have avoided rape over the years by simply NEVER being in a situation that could lead to it. 
One learns to LIVE like a prey animal in a WORLD full of predators.","Ogling/Facial Expressions/Staring, Catcalls/Whistles, Commenting, Touching /Groping, "
8067,"till now I thought I am depressed,but I am seeing some group was following me on the street.they are using abusive words for others also.","Sexual Invites, "
8068,THE  grama panchayat has  impose public  nuisances   on cases  which i file to than to polices station   (  WE NEEDED TO GO FOR MRI SCAN WITH A RELATIVE AT UPSANA HOSPITAL AND I NEEDED TO CHANGE MY CLOTHS.THIS PERSON OPENED THE DOOR TO MY MRI SCAN AND I WAS ILL PERSON . THE DOOR WAS CLOSED BUT FORGET TO LOCK IT.  (The same person which we  to  the  hospital  for treatment in auto rickshaw .)HE OPENED IT ON PURPOSE WITH ONE OLD MEN STANDING NEXT TO HIM THERE WAS FILLED WITH CROWD! !) i don't know any monkey acts shown  by public !some actions ! i just the actions out !,"Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, Commenting, Sexual Invites, Rape / Sexual Assault, Others, "
8069,WE NEEDED TO GO FOR MRI SCAN WITH A RELATIVE AT UPSANA HOSPITAL IN KERALA  AND I NEEDED TO CHANGE MY CLOTHS.THIS PERSON OPENED THE DOOR TO MY MRI SCAN AND I WAS ILL PERSON .THE DOOR WAS CLOSED BUT FORGET TO LOCK IT. HE WAS  SAME PERSON WHICH WE CALL FOR TRAVELLING TO TO HOSPITAL . IT IS THE SAME PERSON IN  AUTO RICKSHAW  HE OPENED IT ON PURPOSE WITH ONE OLD MEN STANDING NEXT TO HIM THERE WAS FILLED WITH CROWD! !,"Taking pictures/ Distributing pictures, "
8070,"My wife was on her way back home from work in her car. She was on the left of the road waiting for the traffic to move. There was a car with 4 men who tried to cut her off by taking a left without following road rules. My wife did not allow them to take a left. A little further from the spot where this happened, the car with the 4 men, stopped her car and glared at her from their car before driving off.","Others, "
8071,"My train had arrived at 4.15am
The TT on the way out leered at me terribly,,,and i gave him a stern look.
Right after that an old man coming up the stairs started commenting on me,catcalling me,winking and made faces at me. I told him FUCK OFF","Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, Sexual Invites, "
8072,"A boy of Age 15 years attempt to theft bike , but due to Live monitoring through CCTV, boy captured and send to Police Custody.","Others, "
8073,"I was walking at 8pm, Ahmedabad, behind Gujurat University, a man followed me, when there was a space in the street he grabbed me by both hands, I shout as loud as possible and run away to the police station. He didn't follow me.","Rape / Sexual Assault, "
8074,ABUSING AND ASKING TO DIE,"Taking pictures/ Distributing pictures, "
8075,WE NEEDED TO GO FOR MRI SCAN WITH A RELATIVE AT   UPSANA HOSPITAL  AND I NEEDED TO CHANGE MY CLOTHS.THIS PERSON OPENED THE DOOR TO MY MRI SCAN AND I WAS ILL PERSON .THE DOOR WAS CLOSED BUT FORGET TO LOCK IT. HE OPENED IT ON PURPOSE WITH ONE OLD MEN STANDING NEXT TO HIM THERE WAS FILLED WITH CROWD!  !,"Taking pictures/ Distributing pictures, "
8076,"This incident took place at Manav chowk on the red light.I was standing opposite the red light from where there is a free left turn. 

It took place around 5-7 minutes ago which means around 9:35-40am. 

I was waiting there for an auto amd then there is this police innova which takes a left and the person (man) sitting inside it winked at me. That person was not in police uniform but he was driving that police innova so I am guessing he was a police official. I was so shocked.
And these are the people who have been given the responsibility to protect tge society.  There's something very wrong with the system.

I am highly highly disappointed and angry and shocked.","Ogling/Facial Expressions/Staring, "
8077,Commenting in the mall in the afternoon.,"Commenting, "
8078,people takes advantage in overcrowded metros and buses.they passes lewd comments and groped.,"Ogling/Facial Expressions/Staring, Touching /Groping, "
8079,"some days ago,when i was going to my home some boys and even aged people started commenting on me and my friend too.","Catcalls/Whistles, Commenting, "
8080,some people commenting on our dressingsense in the metro.,"Commenting, "
8081,it was a usual evening out with friends when some guys(rowdy) come along the road and started commenting on a girl abusively.,"Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, "
8082,while walking for the platform a guy crossed by squeezing my butt.i got so angry and gave him a slap.,"Catcalls/Whistles, Touching /Groping, "
8083,mobile phone was stolen by a boy who was on a bike and ran  away without seeing whether how he had hurt that girl.,"Chain Snatching, Taking pictures/ Distributing pictures, Touching /Groping, "
8084,"auto guy seeing that i am alone in auto,took wrong route , saying its shortcut. later when i shouted and said i will call up police.he took the right way.","Commenting, Touching /Groping, "
8085,boys and men comment and all usually.,"Catcalls/Whistles, Commenting, "
8086,the guys purposely touched me and ran away.,"Touching /Groping, "
8087,guys making an in appropriate expressions.,"Ogling/Facial Expressions/Staring, "
8088,at night risha wallas were passing the comments.,"Commenting, "
8089,some boys in a pvt bus pass comment to a girl.,"Commenting, "
8090,two boys made indecent noises on my face,"Catcalls/Whistles, Commenting, Taking pictures/ Distributing pictures, Indecent exposure, "
8091,group of the guys were trying to force me.,"Rape / Sexual Assault, "
8092,a car with 4 boys crossed really close to me and hit me,"Others, "
8093,a group of guys were eating popcorn and they started throwing at me and also passing very cheap comments.,"Catcalls/Whistles, Commenting, Others, "
8094,many guys in a car were following me and friend and commenting,"Catcalls/Whistles, Commenting, Others, "
8095,two or more boys were sitting at the chowk and they were commenting on the dress of the girl.,"Commenting, "
8096,guys were whistkling.,"Catcalls/Whistles, "
8097,boys in school dress were passing comments,"Commenting, "
8098,guys comment,"Commenting, "
8099,passing comment,"Commenting, "
8100,an old man was commenting me about my dress and all.,"Commenting, "
8101,jab mein gujarrahi thei ek ladka nai whistle kiya or comment pass kiya.,"Commenting, "
8102,guys try to touch me,"Touching /Groping, "
8103,guys were whistkling.,"Catcalls/Whistles, "
8104,guys were passing verryyy cheap and bad comments.,"Commenting, "
8105,guys were taking photos,"Taking pictures/ Distributing pictures, "
8106,guys were making faces,"Ogling/Facial Expressions/Staring, "
8107,guys were following.,"Others, "
8108,guys were passing comments and whislting,"Catcalls/Whistles, "
8109,guys were passing cheap comments,"Commenting, "
8110,guys were making an inappropriate behaviour.,"Touching /Groping, "
8111,guys were making an inappropriate behaviour.,"Touching /Groping, "
8112,guys were trying to touch and also commenting.,"Touching /Groping, "
8113,guys were whistling,"Catcalls/Whistles, "
8114,group of guys were following they were in 3-4 bikes.,"Others, "
8115,shopkeeper was making diffrent faces.,"Ogling/Facial Expressions/Staring, "
8116,group of guys were commenting,"Commenting, "
8117,the boys were catcalling whistling and commenting,"Catcalls/Whistles, Commenting, "
8118,in the chem dept of du i saw a making video of girls by a boy in a washroom.,"Taking pictures/ Distributing pictures, Others, "
8119,a girl of 14 was raped.,"Rape / Sexual Assault, "
8120,guys were commenitng,"Commenting, "
8121,guys were commenting,"Commenting, "
8122,the boys were commenting in a metro station.,"Commenting, "
8123,guys were taking pics,"Taking pictures/ Distributing pictures, "
8124,a small girl of about 5 was being beaten up by a man with a thick stick near kamla nehru,"Others, "
8125,guys weere commenting on me,"Commenting, "
8126,guys were commenting as usual while going to college,"Commenting, "
8127,the guys were commenting very cheap,"Commenting, Others, "
8128,the guys were staring,"Commenting, Ogling/Facial Expressions/Staring, "
8129,the guys were commenting and following me inside the metro station.,"Commenting, Others, "
8130,auto walla wass making inappropriate expressions,"Ogling/Facial Expressions/Staring, "
8131,i went to one of the shop of sarojninagar. the guy stared at me.,"Commenting, Ogling/Facial Expressions/Staring, "
8132,as usual i was back to my hostel and some local guys called me chinese,"Commenting, "
8133,there were just staring at me.,"Ogling/Facial Expressions/Staring, "
8134,the guys was trying to touch me,"Touching /Groping, "
8135,when i was leaving from my college the guys were  commenting.,"Catcalls/Whistles, "
8136,when i was leaving from my college there was a group of boys who were trying to show an indescent location.,"Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, Touching /Groping, Indecent exposure, Sexual Invites, "
8137,"catcalls/whistles,Taking pictures/ Distributing pictures","Catcalls/Whistles, Taking pictures/ Distributing pictures, "
8138,"catcalls/whistles,commenting,ogling/facial expressions,Taking pictures/ Distributing pictures,touching/groping","Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, Touching /Groping, "
8139,"commenting,ogling/facial expressions","Commenting, Ogling/Facial Expressions/Staring, "
8140,"catcalls/whistles,commenting,others","Catcalls/Whistles, Commenting, Others, "
8141,"chain snatching,touching/groping","Chain Snatching, Touching /Groping, "
8142,"in parks,murder happns due to theft and chain snatching .parks are not safe for people.","Chain Snatching, Commenting, Others, "
8143,"In H-block,Shastri Nagar 5-6 yrs old small girl was raped by shopkeeper.","Catcalls/Whistles, Chain Snatching, Commenting, Ogling/Facial Expressions/Staring, Indecent exposure, Sexual Invites, Rape / Sexual Assault, "
8144,"catcalls/whistles,commenting","Catcalls/Whistles, Commenting, "
8145,guys were roaming around this place and commenting and whistling over the girls.,"Chain Snatching, Commenting, Ogling/Facial Expressions/Staring, "
8146,"chain snatching,commenting,ogling/facial expressions,others","Chain Snatching, Commenting, Ogling/Facial Expressions/Staring, Others, "
8147,Taking pictures/ Distributing pictures and commenting on girls coming back from office.,"Commenting, Taking pictures/ Distributing pictures, "
8148,calling a girl with vulgar languages and facial expressions.,"Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, Touching /Groping, "
8149,At the uttam nagar terminal some bad boys were commenting onthe people whomsoever goes from there specially on girls.,"Commenting, "
8150,coming back from tuition and a boy tried to touch her.,"Touching /Groping, "
8151,"chain snatching,commenting,touching/groping,rape/sexual assault","Chain Snatching, Commenting, Touching /Groping, Rape / Sexual Assault, "
8152,"chain snatching,rape/sexual assault","Chain Snatching, Rape / Sexual Assault, "
8153,she was kidnapped and raped.,"Rape / Sexual Assault, Others, "
8154,"catcalls/whistles,commenting,ogling/facial expressions,Taking pictures/ Distributing pictures,touching/groping,sexual invites","Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, Touching /Groping, Sexual Invites, "
8155,"chain snatching,commenting. Outside Ganga Ram Hospital.","Chain Snatching, Commenting, "
8156,"boys standing near the seats of girls making indecent expressions like touching,etc. Bus route-879","Taking pictures/ Distributing pictures, Touching /Groping, Sexual Invites, "
8157,people commenting on girls specially on their dresses.,"Commenting, Touching /Groping, "
8158,"commenting,sexual invites","Commenting, Sexual Invites, "
8159,"group of 4 boys touching continuously even after telling them not to do so. Route no.-721,753,821,853","Touching /Groping, "
8160,i was going to home wheni saw some boys in  car harassing a  girl.,"Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, "
8161,"ogling/facial expressions,touching/groping,others","Ogling/Facial Expressions/Staring, Touching /Groping, Others, "
8162,commenting,"Commenting, "
8163,some random guys commented and left.,"Commenting, Taking pictures/ Distributing pictures, "
8164,two guys shouted i love u they were in a bicycle i picked up a brick and threw at them,"Commenting, "
8165,"Commenting, touching girls in a bad manner","Commenting, Touching /Groping, "
8166,two men irritating me and my friend through comments.,"Commenting, Ogling/Facial Expressions/Staring, "
8167,a guy taking pic of my female friend,"Taking pictures/ Distributing pictures, "
8168,Catcalls Commenting and indecent exposure,"Catcalls/Whistles, Commenting, Indecent exposure, Others, "
8169,the man stopped a car in front of us and started masturbating.,"Sexual Invites, "
8170,"I was walking, someone tried to touch me in a bad manner","Touching /Groping, "
8171,a guy tried to steal my purse from my backpoket but i scolded him,"Others, "
8172,Catcalls Commenting and Taking pictures/ Distributing pictures,"Catcalls/Whistles, Commenting, Taking pictures/ Distributing pictures, "
8173,boys starting commenting when i was waiting for a bus to come,"Catcalls/Whistles, Commenting, "
8174,Misbehavior of some boys to a girl passing some vulgar comments on her.,"Commenting, Sexual Invites, "
